Association_ID,vVirusNameCorrected,hHostNameFinal,Previous_ID,WildDomInReference,DetectionMethod,DetectionQuality02,FINAL_ref,Mendeley_Endnote,input_date
Luis412,Whitewater_Arroyo_virus,Peromyscus_attwateri,,wild,Antibodies,0,Milazzo et al. 2010,,v30
Luis062,Colorado_tick_fever_virus,Peromyscus_boylii,,wild,Antibodies,0,Lane et al. 1982,arw,arw
F512,Sin_Nombre_virus,Peromyscus_boylii,NW884,wild,Antibodies,0,Kuenzi et al. 1999,M,v30
Luis413,Whitewater_Arroyo_virus,Peromyscus_boylii,,wild,Antibodies,0,"Milazzo et al. 2010, Bennett et al. 2000",,v30
KJO043,Bear_Canyon_virus,Peromyscus_californicus,KJO043,wild,Isolation,2,"Fulhorst et al 2002, EID",E,v30
Luis150,Isla_Vista_virus,Peromyscus_californicus,,wild,PCR,2,Song et al. 1995,,v30
KJO249,Sin_Nombre_virus,Peromyscus_californicus,,wild,Antibodies,0,"Bennett SG, Webb JP Jr, Madon MB, Childs JE, Ksiazek TG, Torrez-Martinez N, Hjelle B. Hantavirus (Bunyaviridae) infections in rodents from Orange and San Diego counties, California. Am J Trop Med Hyg. 1999 Jan;60(1):75-84. PubMed PMID: 9988327.",kjo,v30
F513,Sin_Nombre_virus,Peromyscus_eremicus,NW885,wild,Antibodies,0,Kuenzi et al. 1999,M,v30
Luis414,Whitewater_Arroyo_virus,Peromyscus_eremicus,,wild,Antibodies,0,Bennett et al.  2000,,v30
KJO196,Bunyamwera_virus,Peromyscus_gossypinus,,wild,Isolation,2,"Calisher et al. 1986, Am J. Trop. Med. Hyg 35(2): 429-443.""Distribution of Bunyamwera serogroup viruses in N. America, 1956-1984""",kjo,v30
KJO157,Cowbone_Ridge_virus,Peromyscus_gossypinus,,wild,Antibodies,0,Calisher et al. 1969,kjo,v30
Luis100,Eastern_equine_encephalitis_virus,Peromyscus_gossypinus,,wild,Isolation,2,Day et al. 1996,arw,arw
F340,Everglades_virus,Peromyscus_gossypinus,NW369,wild,Antibodies,0,Day et al. 1996,M,v30
F389,Highlands_J_virus,Peromyscus_gossypinus,NW506,wild,Antibodies,0,Day et al. 1996 ,M,v30
F547,St._Louis_encephalitis_virus,Peromyscus_gossypinus,NW927,wild,Antibodies,0,Day et al. 1996,M,v30
Luis383,Venezuelan_equine_encephalitis_virus,Peromyscus_gossypinus,,wild,Antibodies,0,Acha & Szyfres 2003; Chamberlain et al. 1964; Bigler 1971,,v30
Luis027,Bayou_virus,Peromyscus_leucopus,,wild,Antibodies,0,Holsomback et al. 2009,arw,arw
Luis101,Eastern_equine_encephalitis_virus,Peromyscus_leucopus,,wild,Antibodies,0,Karabatsos 1985 in Day et al. 1996,,arw
LM118,New_York_virus,Peromyscus_leucopus,LM118,wild,PCR,2,Hjelle et al. 1995,E,v30
Luis270,Powassan_virus,Peromyscus_leucopus,,wild,Isolation,2,[34],,v30
Luis326,Sal_Vieja_virus,Peromyscus_leucopus,,wild,Isolation,2,Varelas-Wesley et al. 1982,kjo,v30
KJO171,San_Perlita_virus,Peromyscus_leucopus,,wild,Isolation,2,Varelas-Wesley et al. 1982,kjo,v30
F515,Sin_Nombre_virus,Peromyscus_leucopus,NW887,wild,Antibodies,0,Weigler et al. 1996,M,v30
Luis343,St._Louis_encephalitis_virus,Peromyscus_leucopus,,wild,Antibodies,0,White & White 1981,,v30
OIE82,Vesicular_stomatitis_Indiana_virus,Peromyscus_leucopus,,wild,plaque reduction neutralization,1,Aguirre et al. 1992,OIE,v30
KJO062,West_Nile_virus,Peromyscus_leucopus,,wild,Antibodies,0,Gomez et al. 2008 EID,,v30
Luis415,Whitewater_Arroyo_virus,Peromyscus_leucopus,,wild,Antibodies,0,Milazzo et al. 2010,,v30
F654,Colorado_tick_fever_virus,Peromyscus_maniculatus,NW224,wild,Isolation,2,Carey et al. 1980,E,v30
KJO164,Modoc_virus,Peromyscus_maniculatus,,wild,Isolation,2,Varelas-Wesley & Calisher 1982,kjo,v30
F744,Mopeia_virus,Peromyscus_maniculatus,NW652,wild,Isolation,2,Gonzalez et al. 2007 ,E,v30
,Powassan_virus,Peromyscus_maniculatus,,wild,Antibodies,0,"Deardoff et al. 2013, EID",,kjo
KJO245,Prospect_Hill_virus,Peromyscus_maniculatus,,wild,Antibodies,0,"Yanagihara R, Daum CA, Lee PW, Baek LJ, Amyx HL, Gajdusek DC, Gibbs CJ Jr. Serological survey of Prospect Hill virus infection in indigenous wild rodents in the USA. Trans R Soc Trop Med Hyg. 1987;81(1):42-5. PubMed PMID: 2895510.",kjo,v30
Luis228,Sin_Nombre_virus,Peromyscus_maniculatus,,wild,Isolation,2,Acha & Szyfres 2003; Song et al. 1996,,v30
F546,St._Louis_encephalitis_virus,Peromyscus_maniculatus,NW925,wild,Antibodies,0,Hardy et al. 1974,M,v30
OIE83,Vesicular_stomatitis_New_Jersey_virus,Peromyscus_maniculatus,,wild,Antibodies,0,Webb et al. 1987,OIE,kjo
F1615,Western_equine_encephalitis_virus,Peromyscus_maniculatus,NA,wild,Isolation,2,Hardy et al. 1974,M,v30
Luis416,Whitewater_Arroyo_virus,Peromyscus_maniculatus,,wild,Antibodies,0,Milazzo et al. 2010; Bennett et al. 2000,,v30
Luis417,Whitewater_Arroyo_virus,Peromyscus_megalops,,wild,Antibodies,0,Milazzo et al. 2010,,v30
Luis418,Whitewater_Arroyo_virus,Peromyscus_melanophrys,,wild,Antibodies,0,Milazzo et al. 2010,,v30
Luis419,Whitewater_Arroyo_virus,Peromyscus_melanotis,,wild,Antibodies,0,Milazzo et al. 2010,,v30
Luis002,Amapari_virus,Peromyscus_mexicanus,,wild,Antibodies,0,Milazzo et al. 2010,arw,arw
F467,Patois_virus,Peromyscus_mexicanus,NW718,wild,Antibodies,0,Scherer et al. 1972,M,v30
IBP002,Rio_Segundo_virus,Peromyscus_mexicanus,,wild,Antibodies,0,"Salazar et al, 2004. Serosurvey of Wild Rodents for Hantaviruses in Panama, 2000_2002",,v30
Luis063,Colorado_tick_fever_virus,Peromyscus_truei,,wild,Antibodies,0,"Emmons, 1994",arw,arw
,Powassan_virus,Peromyscus_truei,,wild,Antibodies,0,"Deardoff et al. 2013, EID",,kjo
KJO246,Prospect_Hill_virus,Peromyscus_truei,,wild,Antibodies,0,"Yanagihara R, Daum CA, Lee PW, Baek LJ, Amyx HL, Gajdusek DC, Gibbs CJ Jr. Serological survey of Prospect Hill virus infection in indigenous wild rodents in the USA. Trans R Soc Trop Med Hyg. 1987;81(1):42-5. PubMed PMID: 2895510.",kjo,v30
Luis340,Sin_Nombre_virus,Peromyscus_truei,,wild,Antibodies,0,Abbott et al. 1999,,v30
KJO366,Volepox_virus,Peromyscus_truei,,wild,Isolation,2,"Knight JC, Goldsmith CS, Tamin A, Regnery RL, Regnery DC, et al. (1992) Further analyses of the orthopoxviruses volepox virus and raccoon poxvirus. Virology 190: 423_433. ",kjo,v30
F262,Crimean-Congo_hemorrhagic_fever_virus,Phacochoerus_aethiopicus,NW255,wild,Antibodies,0,Shepherd et al. 1987,M,v30
F368,Foot-and-mouth_disease_virus,Phacochoerus_aethiopicus,NW454,wild,Antibodies,0,Hamblin et al. 1990,M,v30
F996,African_swine_fever_virus,Phacochoerus_africanus,NW16,wild,PCR,2,Gallardo et al. 2011,E,v30
KJO151,Araguari_virus,Philander_opossum,,wild,Isolation,2,"Karabatsos N, 1985. International Catalog of Arboviruses, Including Certain other Viruses of Vertebrates. Third edition. San Antonio, TX: American Society for Tropical Medicine and Hygiene, 33_34.",kjo,v30
,Mayaro_virus,Philander_opossum,,wild ,Antibodies,0,de Thoisy et al. 2003,,kjo
F468,Patois_virus,Philander_opossum,NW719,wild,Antibodies,0,Scherer et al. 1972,M,v30
F140,Venezuelan_equine_encephalitis_virus,Philander_opossum,V1812,wild,Antibodies,0,Seymour et al. 1978,M,v30
OIE84,Vesicular_stomatitis_Indiana_virus,Philander_opossum,,wild,plaque reduction neutralization,1,Tesh et al. 1969,OIE,v30
OIE123,Bluetongue_virus,Philantomba_monticola,,wild,agar gel immunodiffusion,0,Karesh et al. 1995,OIE,v30
,O'nyong-nyong_virus,Philantomba_monticola,,wild,plaque reduction neutralization,1,"Kading et al. 2012, JWD",,kjo
F1127,Australian_bat_lyssavirus,Philetor_brachypterus,L10,wild,Antibodies,0,Arguin et al. 2002,M,v30
F402,Influenza_A_virus,Phoca_vitulina,NW558,wild,Antibodies,0,Fujii et al. 2007,M,v30
,Influenza_B_virus,Phoca_vitulina,,wild,Isolation,2,Osterhaus et al. 2000 Science,,kjo
F1076,Phocid_herpesvirus_1,Phoca_vitulina,MP529,wild,Isolation,2,Osterhaus et al. 1985 ,M,v30
F1080,Phocine_distemper_virus,Phoca_vitulina,MP681,wild,Antibodies,0,Duignan et al. 1995,M,v30
F1092,Sealpox_virus,Phoca_vitulina,MP905,wild,PCR,2,Becher et al. 2002,M,v30
KJO294,Cetacean_morbillivirus_virus,Phocoena_phocoena,,wild,Isolation,2,"McCullough, S. J., McNeilly, F., Allan, G. M., Kennedy, S., Smyth, J. A., Cosby, S. L., McQuaid, S. and Rima, B. K. (1991). Isolation and characterization of a porpoise morbillivirus. Archives of Hrology, 118, 247 252.",kjo,v30
KJO430,Phocoena_spinipinnis_papillomavirus,Phocoena_spinipinnis,,wild,Isolation,2,"Van Bressem MF, Cassonnet P, Rector A, Desaintes C, Van Waerebeek K, Alfaro-Shigueto J, Van Ranst M, Orth G. Genital warts in Burmeister's porpoises: characterization of Phocoena spinipinnis papillomavirus type 1 (PsPV-1) and evidence for a second, distantly related PsPV. J Gen Virol. 2007 Jul;88(Pt 7):1928-33. PubMed PMID: 17554024.",kjo,v30
F403,Influenza_A_virus,Phocoenoides_dalli,NW559,wild,Antibodies,0,Ohishi et al. 2006,M,v30
F1292,Rio_Bravo_virus,Phyllostomus_discolor,L949,wild,Antibodies,0,Ubico and McClean 1995,M,v30
Luis351,Tamana_bat_virus,Phyllostomus_discolor,,wild,Antibodies,0,Price 1978,,v30
Luis384,Venezuelan_equine_encephalitis_virus,Phyllostomus_discolor,,wild,Antibodies,0,Ubico & McClean 1995,,v30
F1139,Bimiti_virus,Phyllostomus_hastatus,L249,wild,Antibodies,0,Price 1978,M,v30
F1152,Catu_virus,Phyllostomus_hastatus,L292,wild,Antibodies,0,Price 1978,M,v30
F1154,Cocal_virus,Phyllostomus_hastatus,L300,wild,Antibodies,0,Price 1978,M,v30
Luis088,Dengue_virus,Phyllostomus_hastatus,,wild,Antibodies,0,Price 1978,,arw
F307,Eastern_equine_encephalitis_virus,Phyllostomus_hastatus,NW305,wild,Antibodies,0,Price 1978,M,v30
F1194,Guama_virus,Phyllostomus_hastatus,L483,wild,Antibodies,0,Price 1978,M,v30
Luis146,Ilheus_virus,Phyllostomus_hastatus,,wild,Antibodies,0,Price 1978,,v30
F1231,Marituba_virus,Phyllostomus_hastatus,L675,wild,Isolation,2,Price 1978,M,v30
F1225,Mucambo_virus,Phyllostomus_hastatus,L667,wild,Antibodies,0,Price 1978,M,v30
Luis301,Rabies_virus,Phyllostomus_hastatus,,wild,Isolation,2,De Yosti et al. 1970,,arw
F1309,St._Louis_encephalitis_virus,Phyllostomus_hastatus,L981,wild,Antibodies,0,Price 1978,M,v30
F1313,Tacaribe_virus,Phyllostomus_hastatus,L1031,wild,Antibodies,0,Price 1978,M,v30
F184,Yellow_fever_virus,Phyllostomus_hastatus,NW1039,wild,Antibodies,0,Price 1978,M,v30
F370,Andes_virus,Phyllotis_darwini,NW46,wild,Antibodies,0,Padula et al. 2004,M,v30
F1609,Vesicular_exanthema_of_swine_virus,Physeter_macrocephalus,NA,wild,Antibodies,0,Smith et al. 1978,"M, requested",v30
Luis165,Japanese_encephalitis_virus,Pipistrellus_abramus,,wild,Antibodies,0,Miura et al. 1970,,v30
F1651,Influenza_A_virus,Pipistrellus_ceylonicus,L509,wild,Antibodies,0,Kelkar et al. 1981,M,v30
F1260,Rabies_virus,Pipistrellus_hesperus,L805,wild,PCR,2,Blanton et al. 2008,M,v30
F1321,Sandfly_fever_Naples_virus,Pipistrellus_kuhlii,L1047,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis486,European_bat_lyssavirus_1,Pipistrellus_nathusii,,wild,Isolation,2,"Muller et al. 2007, Kuzmin & Rupprecht 1999",,v30
Luis120,Entebbe_bat_virus,Pipistrellus_pipistrellus,,wild,Isolation,2,Gonzalez et al. 2008; Lvov et al. 1973,arw,arw
Luis123,European_bat_lyssavirus_1,Pipistrellus_pipistrellus,,wild,Isolation,2,Muller et al. 2007,arw,arw
F1198,Issyk-Kul_virus,Pipistrellus_pipistrellus,L432,wild,Isolation,2,Kostyukov 1976,M,v30
F1285,Rabies_virus,Pipistrellus_subflavus,L919,wild,PCR,2,Blanton et al. 2008,M,v30
F601,Measles_virus,Pithecia_monachus,NW636,wild,Isolation,2,Fowler & Miller. 2003,B,v30
F437,Mayaro_virus,Pithecia_pithecia,NW624,wild,Antibodies,0,de Thoisy et al. 2003,M,v30
F311,Eastern_equine_encephalitis_virus,Platyrrhinus_helleri,NW309,wild,Antibodies,0,Price 1978,M,v30
F1642,Ilheus_virus,Platyrrhinus_helleri,NA,wild,Antibodies,0,Price et al. 1978,M,v30
F1314,Tacaribe_virus,Platyrrhinus_helleri,L1032,wild,Antibodies,0,Price 1978,M,v30
F187,Yellow_fever_virus,Platyrrhinus_helleri,NW1042,wild,Antibodies,0,Price 1978,M,v30
Luis455,Rabies_virus,Platyrrhinus_lineatus,,wild,Isolation,2,[414],,v30
F1176,European_bat_lyssavirus_1,Plecotus_auritus,L409,wild,Isolation,2,Muller et al. 2004,E,v30
Luis166,Japanese_encephalitis_virus,Plecotus_auritus,,wild,Antibodies,0,Miura et al. 1970,,v30
F378,Hepatitis_B_virus,Pongo_abelii,NW491,wild,Antibodies,0,Sa-Nguanmoo et al. 2009,M,v30
F979,Simian_foamy_virus,Pongo_abelii,NW864,wild,PCR,2,Hussain et al. 2003,M,v30
F283,Dengue_virus,Pongo_pygmaeus,NW278,wild,Antibodies,0,Kilbourne et al. 2003,,kjo
F371,Hepatitis_A_virus,Pongo_pygmaeus,NW481,wild,Antibodies,0,Sa-Nguanmoo et al. 2010,M,v30
F377,Hepatitis_B_virus,Pongo_pygmaeus,NW490,wild,Antibodies,0,Sa-Nguanmoo et al. 2009,M,v30
F394,Human_herpesvirus_1,Pongo_pygmaeus,NW533,wild,Antibodies,0,Fowler & Miller. 2003,B,v30
,Human_herpesvirus_4,Pongo_pygmaeus,,wild,Antibodies,0,Kilbourne et al. 2003,,kjo
F94,Human_picobirnavirus,Pongo_pygmaeus,V1112,captive,PAGE,0,Masachessi et al. 2007,arw,arw
,Human_respiratory_syncytial_virus,Pongo_pygmaeus,,wild,Antibodies,0,Kilbourne et al. 2003,,kjo
F406,Japanese_encephalitis_virus,Pongo_pygmaeus,NW568,wild,Antibodies,0,Kilbourn et al. 2003,,kjo
,Mumps_virus,Pongo_pygmaeus,,wild,Antibodies,0,Kilbourn et al. 2003,,kjo
LM202,Pongine_herpesvirus_2,Pongo_pygmaeus,,wild,PCR,2,"Sakulwira K, Theamboonlers A, Oraveerakul K, Chaiyabutr N, Bhattarakosol P, Poovorawan Y. Orangutan herpesvirus. J Med Primatol. 2004 Feb;33(1):25-9. PubMed PMID: 15061729.",LM,v30
,Rotavirus_A,Pongo_pygmaeus,,wild,Antibodies,0,Kilbourne et al. 2003,,kjo
F978,Simian_foamy_virus,Pongo_pygmaeus,NW863,wild,PCR,2,Hussain et al. 2003,M,v30
F520,Sindbis_virus,Pongo_pygmaeus,NW892,wild,Antibodies,0,Kilbourne et al. 2003,,kjo
,Tembusu_virus,Pongo_pygmaeus,,wild,Antibodies,0,Kilbourne et al. 2003,,kjo
KJO036,Zika_virus,Pongo_pygmaeus,KJO036,wild,Antibodies,0,Kilbourne et al. 2003,,kjo
F144,African_swine_fever_virus,Potamochoerus_porcus,V22,wild,PCR,2,Jori et al. 2009,M,v30
,Mayaro_virus,Potos_flavus,,wild ,Antibodies,0,de Thoisy et al. 2003,,kjo
OIE144,Vesicular_stomatitis_Indiana_virus,Potos_flavus,,wild,plaque reduction neutralization,1,Tesh et al. 1969,OIE,v30
F405,Ippy_virus,Praomys_jacksoni,NW566,wild,Antibodies,0,Hugot et al. 2011,M,v30
Luis222,Mobala_virus,Praomys_jacksoni,,wild,Isolation,2,Charrel & de Lamballerie 2010; Gonzalez et al. 1986,,v30
F743,Modoc_virus,Praomys_jacksoni,NW649,wild,Isolation,2,Zarnke and Yuill 1985,M,v30
F1670,Bakau_virus,Presbytis_melalophos,NW60,wild,Isolation,2,"Beran & Steele  Handbook of Zoonoses: Viral, CRC Press 1994 pg. 253-254",B,v30
F350,Feline_calicivirus,Prionailurus_bengalensis,NW381,wild,Antibodies,0,Ikeda et al. 1999,M,v30
F1062,Feline_panleukopenia_virus,Prionailurus_bengalensis,MP809,wild,Isolation,2,Ikeda et al. 1999,M,v30
KJO143,Foot-and-mouth_disease_virus,Procapra_gutturosa,,wild,Antibodies,0,Weaver et al. 2013,arw,arw
F977,Simian_foamy_virus,Procolobus_badius,NW862,wild,PCR,2,Goldberg et al. 2009 ,E,v30
F1581,Simian_foamy_virus,Procolobus_rufomitratus,NA,wild,PCR,2,Goldberg et al. 2009 ,E,v30
KJO258,Simian_hemorrhagic_fever_virus,Procolobus_rufomitratus,,wild,Pyroseq,2,"Lauck M, Hyeroba D, Tumukunde A, Weny G, Lank SM, et al. (2011) Novel, Divergent Simian Hemorrhagic Fever Viruses in a Wild Ugandan Red Colobus Monkey Discovered Using Direct Pyrosequencing. PLoS ONE 6(4): e19056. doi:10.1371/journal.pone.0019056",kjo,v30
F859,Borna_disease_virus,Procyon_lotor,NW129,wild,PCR,2,Hagiwara et al. 2009 ,M,v30
F670,Encephalomyocarditis_virus,Procyon_lotor,NW329,wild,Isolation,2,Tesh and Wallace 1978,M,arw
F470,Patois_virus,Procyon_lotor,NW720,wild,Antibodies,0,Scherer et al. 1972,M,v30
F955,Rabies_virus,Procyon_lotor,NW769,wild,PCR,2,Nadin-Davies et al. 1994,NA,v30
KJO363,Racoonpox_virus,Procyon_lotor,,wild,Isolation,2,"Thomas EK, Palmer EL, Obijeski JF, Nakano JH. Further characterization of Raccoonpox virus. Arch Virol. 1975;49(2-3):217-27. PubMed PMID: 813616.",kjo,v30
F801,St._Louis_encephalitis_virus,Procyon_lotor,NW928,wild,Isolation,2,Kramer et al. 2001,M,v30
KJO999,Suid_herpesvirus_1,Procyon_lotor,,wild,virus neutralization,0,Mitchell et al. 1999,OIE,v30
F1613,Vesicular_stomatitis_Indiana_virus,Procyon_lotor,NA,wild,Antibodies,0,Fletcher et al. 1985,M,v30
F585,West_Nile_virus,Procyon_lotor,NW997,wild,Antibodies,0,Root et al. 2005,M,v30
OIE98,Western_equine_encephalitis_virus,Procyon_lotor,,wild,hemmaglutination,0,Hardy 1987,OIE,v30
F574,Venezuelan_equine_encephalitis_virus,Proechimys_guairae,NW982,wild,Antibodies,0,"Navarro, J-C et al. 2005",M,v30
Luis018,Aroa_virus,Proechimys_guyannensis,,wild,isolation,2,Shope 2003,arw,arw
KJO192,Bimiti_virus,Proechimys_guyannensis,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
F637,Bujaru_virus,Proechimys_guyannensis,NW172,wild,Isolation,2,NA,,v30
KJO154,Caraparu_virus,Proechimys_guyannensis,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO212,Catu_virus,Proechimys_guyannensis,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
F669,Encephalomyocarditis_virus,Proechimys_guyannensis,NW328,wild,Isolation,2,Tesh and Wallace 1978,M,arw
KJO219,Guama_virus,Proechimys_guyannensis,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO236,Marituba_virus,Proechimys_guyannensis,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO242,Oriboca_virus,Proechimys_guyannensis,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
F759,Pixuna_virus,Proechimys_guyannensis,NW732,wild,Isolation,2,Shope et al. 1964,M,v30
Luis385,Venezuelan_equine_encephalitis_virus,Proechimys_guyannensis,,wild,Isolation,2,Sudia & Newhouse 1975; Acha & Szyfres 2003,,v30
KJO232,Maraba_virus,Proechimys_longicaudatus,,wild,Antibodies,0,"da Rosa et al. 1992; Arboviruses in Serra Norte, Carajas region, Para, Brazil. Ciencia e Cultura, 44 (2/3) p158-",kjo,v30
KJO209,Caraparu_virus,Proechimys_semispinosus,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO230,Madrid_virus,Proechimys_semispinosus,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
Luis211,Marituba_virus,Proechimys_semispinosus,,wild,Isolation,2,Galindo et al. 1966,,v30
F548,St._Louis_encephalitis_virus,Proechimys_semispinosus,NW929,wild,Antibodies,0,Sabattini et al. 1965,M,v30
Luis386,Venezuelan_equine_encephalitis_virus,Proechimys_semispinosus,,wild,Antibodies,0,Grayson & Galido 1968,,v30
OIE85,Vesicular_stomatitis_Indiana_virus,Proechimys_semispinosus,,wild,plaque reduction neutralization,1,Tesh et al. 1969,OIE,v30
F1526,Rabies_virus,Proteles_cristata,NA,wild,PCR,2,Lembo et al. 2008,M,v30
KJO204,Canine_distemper_virus,Pseudalopex_gymnocercus,,wild,Antibodies,0,"Fiorello CV, Noss AJ, Deem SL, Maffei L, Dubovi EJ. Serosurvey of small carnivores in the Bolivian Chaco. J Wildl Dis. 2007 Jul;43(3):551-7. PubMed PMID: 17699100.",kjo,v30
F1539,Rabies_virus,Pseudalopex_vetulus,NA,wild,Isolation,2,Silva et al. 2009,NA,v30
OIE127,Peste-des-petits-ruminants_virus,Pseudois_nayaur,,wild,PCR,2,Bao et al. 2011,OIE,v30
Luis089,Dengue_virus,Pteronotus_davyi,,wild,Antibodies,0,Price 1978,,arw
F1640,Ilheus_virus,Pteronotus_davyi,NA,wild,Antibodies,0,Price et al. 1978,M,v30
F1660,Rabies_virus,Pteronotus_davyi,L770,wild,Isolation,2,"Goodwin & Greenhall 1961 ) A review of the bats of Trinidad and Tobago: descriptions, rabies infection and ecology. Bulletin of the AMNH v. 122, article 3. ISI  search yields no results.",B,v30
Luis318,Rio_Bravo_virus,Pteronotus_davyi,,wild,Antibodies,0,[364],,v30
F1308,St._Louis_encephalitis_virus,Pteronotus_davyi,L978,wild,Antibodies,0,Price 1978,M,v30
Luis352,Tamana_bat_virus,Pteronotus_davyi,,wild,Antibodies,0,Price 1978,,v30
F185,Yellow_fever_virus,Pteronotus_davyi,NW1040,wild,Antibodies,0,Price 1978,M,v30
F1140,Bimiti_virus,Pteronotus_parnellii,L250,wild,Antibodies,0,Price 1978,M,v30
F1163,Dengue_virus,Pteronotus_parnellii,L343,wild,Antibodies,0,Aguilar-Setien et al. 2008,M,v30
F1641,Ilheus_virus,Pteronotus_parnellii,NA,wild,Antibodies,0,Price et al. 1978,M,v30
Luis302,Rabies_virus,Pteronotus_parnellii,,wild,Antibodies,0,[384],,arw
Luis319,Rio_Bravo_virus,Pteronotus_parnellii,,wild,Antibodies,0,[364],,v30
F1304,St._Louis_encephalitis_virus,Pteronotus_parnellii,L1007,wild,Antibodies,0,Price 1978,M,v30
F1316,Tamana_bat_virus,Pteronotus_parnellii,L1039,wild,Isolation,2,Price 1978,M,kjo
F186,Yellow_fever_virus,Pteronotus_parnellii,NW1041,wild,Antibodies,0,Price 1978,M,v30
Luis135,Hendra_virus,Pteropus_admiralitatum,,wild,Antibodies,0,Field et al. unpub in Mackenzie 1999,arw,v30
F31,Australian_bat_lyssavirus,Pteropus_alecto,V75,wild,Isolation,2,Speare et al. 1997,M,v30
F1165,Dengue_virus,Pteropus_alecto,L347,wild,Antibodies,0,O'Connor et al. 1955,M,v30
F826,Hendra_virus,Pteropus_alecto,NW473,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis167,Japanese_encephalitis_virus,Pteropus_alecto,,wild,Antibodies,0,Rowan & O'Connor 1957,,v30
Luis473,Menangle_virus,Pteropus_alecto,,wild,Isolation,2,Wong et al. 2007; Philbey et al. 1998,,v30
F1228,Murray_Valley_encephalitis_virus,Pteropus_alecto,L670,wild,Antibodies,0,Geevarghese & Banerjee 1990,E,v30
KJO019,Ross_River_virus,Pteropus_alecto,KJO019,wild,Antibodies,0,http://www.cfsph.iastate.edu/Factsheets/pdfs/menangle..pdf,W,v30
KJO012,Sindbis_virus,Pteropus_alecto,KJO012,wild,Antibodies,0,Barman et al. 2006,M,v30
Luis400,West_Nile_virus,Pteropus_alecto,,wild,Antibodies,0,Rowan & O'Conner 1957,,v30
Luis136,Hendra_virus,Pteropus_capistratus,,wild,Antibodies,0,Field et al. unpub in Mackenzie 1999,arw,v30
Luis435,Australian_bat_lyssavirus,Pteropus_conspicillatus,,wild,Isolation,2,Wong et al. 2007; Mackenzie et al. 2001,,v30
F36,Hendra_virus,Pteropus_conspicillatus,V987,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis219,Menangle_virus,Pteropus_conspicillatus,,wild,Antibodies,0,Philbey et al. 2008,,v30
LM999,Aravan_virus,Pteropus_giganteus,,wild,antigen,0,Kuzmin et al. 2006,,v30
LM998,Khujand_virus,Pteropus_giganteus,,wild,antigen,0,Kuzmin et al. 2006,,v30
F1235,Nipah_virus,Pteropus_giganteus,L683,wild,PCR,2,Hsu et al. 2004,E,v30
F1128,Australian_bat_lyssavirus,Pteropus_hypomelanus,L16,wild,Antibodies,0,Arguin et al. 2002,M,v30
Luis137,Hendra_virus,Pteropus_hypomelanus,,wild,Antibodies,0,Field et al. unpub in Mackenzie 1999,arw,v30
F604,Nipah_virus,Pteropus_hypomelanus,NW675,wild,Isolation,2,Calisher et al.; http://www.uniprot.org/uniprot/Q2A069,,v30
