"","sourceOccurrenceId","sourceTaxonId","sourceTaxonName","sourceTaxonOrder","sourceTaxonFamily","sourceTaxonGenus","sourceBodyPartId","sourceBodyPartName","sourceLifeStageId","sourceLifeStageName","interactionTypeId","interactionTypeName","targetOccurrenceId","targetTaxonId","targetTaxonName","targetTaxonOrder","targetTaxonFamily","targetTaxonGenus","targetBodyPartId","targetBodyPartName","targetLifeStageId","targetLifeStageName","localityId","localityName","decimalLatitude","decimalLongitude","observationDateTime","referenceDoi","referenceUrl","referenceCitation"
"2152","","","Tacaribe virus","Unassigned","Arenaviridae","Arenavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Phyllostomus hastatus","CHIROPTERA","PHYLLOSTOMIDAE","Phyllostomus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2153","","","Yellow fever virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Phyllostomus hastatus","CHIROPTERA","PHYLLOSTOMIDAE","Phyllostomus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2154","","","Andes virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Phyllotis darwini","RODENTIA","CRICETIDAE","Phyllotis","","","","","","","","","","","","Padula P, Figueroa R, Navarrete M, Pizarro E, Cadiz R, Bellomo C, et al. (2004). Transmission Study of Andes Hantavirus Infection in Wild Sigmodontine Rodents Ê. Society 78:11972-11979."
"2155","","","Vesicular exanthema of swine virus","Unassigned","Caliciviridae","Vesivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Physeter macrocephalus","CETARTIODACTYLA","PHYSETERIDAE","Physeter","","","","","","","","","","","","Smith AW, and Latham AB (1978). Prevalence of vesicular exanthema of swine antibodies among feral mammals associated with the southern California coastal zones. American Journal of Veterinary Research1 39:291-296."
"2156","","","Japanese encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pipistrellus abramus","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","","","","","","","","","","","","Miura T, Toyokawa K, Allen R, and Sulkin SE (1970). Studies Of Arthropod-Borne Virus Infections In Chiroptera .7. Serologic Evidence Of Natural Japanese-B-Encephalitis Virus Infection In Bats. American Journal of Tropical Medicine and Hygiene 19:88-&."
"2157","","","Influenza A virus","Unassigned","Orthomyxoviridae","Influenzavirus A","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pipistrellus ceylonicus","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","","","","","","","","","","","","Kelkar SD, Kadam SS, and Banerjee K (1981). Hemagglutination inhibition antibodies against Influenza Virus in bats. Indian Journal of Medical Research 74:147-152."
"2158","","","Rabies virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pipistrellus hesperus","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","","","","","","","","","","","","Blanton JD, Palmer D, Christian KA, and Rupprecht CE (2008). Rabies surveillance in the United States during 2007. Journal of the American Veterinary Medical Association 233:884."
"2159","","","Sandfly fever Naples virus","Unassigned","Bunyaviridae","Phlebovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pipistrellus kuhlii","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","","","","","","","","","","","","Calisher CH, Childs JE, Field HE, Holmes KV, and Schountz T (2006). Bats: Important reservoir hosts of emerging viruses. Clinical microbiology reviews 19:531-+."
"2160","","","European bat lyssavirus 1","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pipistrellus nathusii","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","","","","","","","","","","","",NA
"2161","","","Entebbe bat virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pipistrellus pipistrellus","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","","","","","","","","","","","",NA
"2162","","","European bat lyssavirus 1","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pipistrellus pipistrellus","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","","","","","","","","","","","","Muller T, Johnson N, Freuling CM, Fooks AR, Selhorst T, and Vos A (2007). Epidemiology of bat rabies in Germany. Archives of Virology 152:273-288."
"2163","","","Issyk-Kul virus","Unassigned","Bunyaviridae","Unassigned","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pipistrellus pipistrellus","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","","","","","","","","","","","","Kostyukov MA (1976). Isolation of two Issyk-Kul virus strains from Vespertiliio pipistrellus bats in Tadzhikistan. Med. Zool. Dep. U.S. Naval med. Res. Unit 1123:1-2."
"2164","","","Rabies virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pipistrellus subflavus","CHIROPTERA","VESPERTILIONIDAE","Pipistrellus","","","","","","","","","","","","Blanton JD, Palmer D, Christian KA, and Rupprecht CE (2008). Rabies surveillance in the United States during 2007. Journal of the American Veterinary Medical Association 233:884."
"2165","","","Measles virus","Mononegavirales","Paramyxoviridae","Morbillivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pithecia monachus","PRIMATES","PITHECIIDAE","Pithecia","","","","","","","","","","","","Fowler ME, and Miller E (2003). Zoo and Wildlife Medicine, St. Louis."
"2166","","","Mayaro virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pithecia pithecia","PRIMATES","PITHECIIDAE","Pithecia","","","","","","","","","","","","de Thoisy B, Gardon J, Salas RA, Morvan J, and Kazanji M (2003). Mayaro virus in wild mammals, French Guiana. Emerging infectious diseases 9:1326-1329."
"2167","","","Eastern equine encephalitis virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Platyrrhinus helleri","CHIROPTERA","PHYLLOSTOMIDAE","Platyrrhinus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2168","","","Ilheus virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Platyrrhinus helleri","CHIROPTERA","PHYLLOSTOMIDAE","Platyrrhinus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2169","","","Tacaribe virus","Unassigned","Arenaviridae","Arenavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Platyrrhinus helleri","CHIROPTERA","PHYLLOSTOMIDAE","Platyrrhinus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2170","","","Yellow fever virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Platyrrhinus helleri","CHIROPTERA","PHYLLOSTOMIDAE","Platyrrhinus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2171","","","Rabies virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Platyrrhinus lineatus","CHIROPTERA","PHYLLOSTOMIDAE","Platyrrhinus","","","","","","","","","","","","Sodre MM, da Gama A, and de Almeida M (2010a). Updated list of bat species positive for rabies in Brazil. Revista da Sociedade Brasileira de Medicina Tropical 52:75-81."
"2172","","","European bat lyssavirus 1","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Plecotus auritus","CHIROPTERA","VESPERTILIONIDAE","Plecotus","","","","","","","","","","","","Muller T, Cox J, Peter W, Sch_fer R, Johnson N, McElhinney LM, et al. (2004). Spill-over of European bat lyssavirus type 1 into a stone marten (Martes foina) in Germany. Journal of veterinary medicine. 51:49-54."
"2173","","","Japanese encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Plecotus auritus","CHIROPTERA","VESPERTILIONIDAE","Plecotus","","","","","","","","","","","","Miura T, Toyokawa K, Allen R, and Sulkin SE (1970). Studies Of Arthropod-Borne Virus Infections In Chiroptera .7. Serologic Evidence Of Natural Japanese-B-Encephalitis Virus Infection In Bats. American Journal of Tropical Medicine and Hygiene 19:88-&."
"2174","","","Hepatitis B virus","Unassigned","Hepadnaviridae","Orthohepadnavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo abelii","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Sa-Nguanmoo P, Rianthavorn P, Amornsawadwattana S, and Poovorawan Y (2009). Hepatitis B virus infection in non-human primates. Acta virologica 53:73-82."
"2175","","","Simian foamy virus","Unassigned","Retroviridae","Spumavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo abelii","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Hussain AI, Shanmugam V, Bhullar VB, Beer BE, Vallet D, Gautier-Hion A, Wolfe ND, Karesh WB, Kilbourn AM, Tooze Z, Heneine W. (2003). Screening for simian foamy virus infection by using a combined antigen Western blot assay: evidence for a wide distribution among Old World primates and identification of four new divergent viruses. Virology 309:248-257."
"2176","","","Dengue virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Kilbourn AM, Karesh WB, Wolfe ND, Bosi EJ, Cook RA, and Andau M (2003). Health evaluation of free-ranging and semi-captive orangutans (Pongo pygmaeus pygmaeus) in Sabah, Malaysia. Journal of wildlife diseases 39:73-83."
"2177","","","Hepatitis A virus","Picornavirales","Picornaviridae","Hepatovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Sa-Nguanmoo P, Thawornsuk N, Rianthavorn P, Sommanustweechai A, Ratanakorn P, and Poovorawan Y (2010). High prevalence of antibodies against hepatitis A virus among captive nonhuman primates. Primates; journal of primatology 51:167-170."
"2178","","","Hepatitis B virus","Unassigned","Hepadnaviridae","Orthohepadnavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Sa-Nguanmoo P, Rianthavorn P, Amornsawadwattana S, and Poovorawan Y (2009). Hepatitis B virus infection in non-human primates. Acta virologica 53:73-82."
"2179","","","Human herpesvirus 1","Herpesvirales","Herpesviridae","Simplexvirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Fowler ME, and Miller E (2003). Zoo and Wildlife Medicine, St. Louis."
"2180","","","Human herpesvirus 4","Herpesvirales","Herpesviridae","Lymphocryptovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Kilbourn AM, Karesh WB, Wolfe ND, Bosi EJ, Cook RA, and Andau M (2003). Health evaluation of free-ranging and semi-captive orangutans (Pongo pygmaeus pygmaeus) in Sabah, Malaysia. Journal of wildlife diseases 39:73-83."
"2181","","","Human picobirnavirus","Unassigned","Picobirnaviridae","Picobirnavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Masachessi G, MartÕnez LC, Giordano MO, Barril PA, Isa BM, Ferreyra L, et al. (2007). Picobirnavirus (PBV) natural hosts in captivity and virus excretion pattern in infected animals. Archives of Virology 152:989-998."
"2182","","","Human respiratory syncytial virus","Mononegavirales","Paramyxoviridae","Pneumovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Kilbourn AM, Karesh WB, Wolfe ND, Bosi EJ, Cook RA, and Andau M (2003). Health evaluation of free-ranging and semi-captive orangutans (Pongo pygmaeus pygmaeus) in Sabah, Malaysia. Journal of wildlife diseases 39:73-83."
"2183","","","Japanese encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Kilbourn AM, Karesh WB, Wolfe ND, Bosi EJ, Cook RA, and Andau M (2003). Health evaluation of free-ranging and semi-captive orangutans (Pongo pygmaeus pygmaeus) in Sabah, Malaysia. Journal of wildlife diseases 39:73-83."
"2184","","","Mumps virus","Mononegavirales","Paramyxoviridae","Rubulavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Kilbourn AM, Karesh WB, Wolfe ND, Bosi EJ, Cook RA, and Andau M (2003). Health evaluation of free-ranging and semi-captive orangutans (Pongo pygmaeus pygmaeus) in Sabah, Malaysia. Journal of wildlife diseases 39:73-83."
"2185","","","Pongine herpesvirus 2","Herpesvirales","Herpesviridae","Lymphocryptovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Sakulwira K, Theamboonlers A, Oraveerakul K, Chaiyabutr N, Bhattarakosol P, and Poovorawan Y (2004). Orangutan herpesvirus. Journal of Medical Primatology 33:25-29."
"2186","","","Rotavirus A","Unassigned","Reoviridae","Rotavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Kilbourn AM, Karesh WB, Wolfe ND, Bosi EJ, Cook RA, and Andau M (2003). Health evaluation of free-ranging and semi-captive orangutans (Pongo pygmaeus pygmaeus) in Sabah, Malaysia. Journal of wildlife diseases 39:73-83."
"2187","","","Simian foamy virus","Unassigned","Retroviridae","Spumavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Hussain AI, Shanmugam V, Bhullar VB, Beer BE, Vallet D, Gautier-Hion A, Wolfe ND, Karesh WB, Kilbourn AM, Tooze Z, Heneine W. (2003). Screening for simian foamy virus infection by using a combined antigen Western blot assay: evidence for a wide distribution among Old World primates and identification of four new divergent viruses. Virology 309:248-257."
"2188","","","Sindbis virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Kilbourn AM, Karesh WB, Wolfe ND, Bosi EJ, Cook RA, and Andau M (2003). Health evaluation of free-ranging and semi-captive orangutans (Pongo pygmaeus pygmaeus) in Sabah, Malaysia. Journal of wildlife diseases 39:73-83."
"2189","","","Tembusu virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Kilbourn AM, Karesh WB, Wolfe ND, Bosi EJ, Cook RA, and Andau M (2003). Health evaluation of free-ranging and semi-captive orangutans (Pongo pygmaeus pygmaeus) in Sabah, Malaysia. Journal of wildlife diseases 39:73-83."
"2190","","","Zika virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pongo pygmaeus","PRIMATES","HOMINIDAE","Pongo","","","","","","","","","","","","Kilbourn AM, Karesh WB, Wolfe ND, Bosi EJ, Cook RA, and Andau M (2003). Health evaluation of free-ranging and semi-captive orangutans (Pongo pygmaeus pygmaeus) in Sabah, Malaysia. Journal of wildlife diseases 39:73-83."
"2191","","","African swine fever virus","Unassigned","Asfarviridae","Asfivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Potamochoerus porcus","CETARTIODACTYLA","SUIDAE","Potamochoerus","","","","","","","","","","","","Jori F, and Bastos ADS (2009). Role of wild suids in the epidemiology of African swine fever. EcoHealth 6:296-310."
"2192","","","Mayaro virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Potos flavus","CARNIVORA","PROCYONIDAE","Potos","","","","","","","","","","","","de Thoisy B, Gardon J, Salas RA, Morvan J, and Kazanji M (2003). Mayaro virus in wild mammals, French Guiana. Emerging infectious diseases 9:1326-1329."
"2193","","","Vesicular stomatitis Indiana virus","Mononegavirales","Rhabdoviridae","Vesiculovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Potos flavus","CARNIVORA","PROCYONIDAE","Potos","","","","","","","","","","","","Tesh RB, Peralta PH, and Johnson KM (1969). Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity. American journal of epidemiology 90:255-261."
"2194","","","Ippy virus","Unassigned","Arenaviridae","Arenavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Praomys jacksoni","RODENTIA","MURIDAE","Praomys","","","","","","","","","","","","Hugot JP, Gonzalez JP, and Denys C (2001). Evolution of the Old World Arenaviridae and their rodent hosts: generalized host-transfer or association by descent? Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases 1:13-20."
"2195","","","Mobala virus","Unassigned","Arenaviridae","Arenavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Praomys jacksoni","RODENTIA","MURIDAE","Praomys","","","","","","","","","","","",NA
"2196","","","Modoc virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Praomys jacksoni","RODENTIA","MURIDAE","Praomys","","","","","","","","","","","","Zarnke RL, and Yuill M (1985). Modoc-like virus isolated from Wild Deer Mice (Peromyscus maniculatus) in Alberta. Journal of wildlife diseases 21:94-99."
"2197","","","Bakau virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Presbytis melalophos","PRIMATES","CERCOPITHECIDAE","Presbytis","","","","","","","","","","","","Beran GW and Steele KE (1994). Handbook of Zoonoses: Viral Zoonoses. CRC Press."
"2198","","","Feline calicivirus","Unassigned","Caliciviridae","Vesivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Prionailurus bengalensis","CARNIVORA","FELIDAE","Prionailurus","","","","","","","","","","","","Ikeda Y, Miyazawa T, Nakamura K, Naito R, Inoshima Y, Tung KC, et al. (1999). Serosurvey for selected virus infections of wild carnivores in Taiwan and Vietnam. Journal of wildlife diseases 35:578-581."
"2199","","","Feline panleukopenia virus","Unassigned","Parvoviridae","Parvovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Prionailurus bengalensis","CARNIVORA","FELIDAE","Prionailurus","","","","","","","","","","","","Ikeda Y, Miyazawa T, Nakamura K, Naito R, Inoshima Y, Tung KC, et al. (1999). Serosurvey for selected virus infections of wild carnivores in Taiwan and Vietnam. Journal of wildlife diseases 35:578-581."
"2200","","","Foot-and-mouth disease virus","Picornavirales","Picornaviridae","Aphthovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procapra gutturosa","CETARTIODACTYLA","BOVIDAE","Procapra","","","","","","","","","","","","Weaver GV, Domenech J, Thiermann AR, and Karesh WB (2013). Foot and mouth disease: a look from the wild side. Journal of wildlife diseases 49:759-785."
"2201","","","Simian foamy virus","Unassigned","Retroviridae","Spumavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procolobus badius","PRIMATES","CERCOPITHECIDAE","Procolobus","","","","","","","","","","","","Goldberg TL, Sintasath DM, Chapman CA, Cameron KM, Karesh WB, Tang S, et al. (2009). Coinfection of Ugandan Red Colobus (Procolobus Piliocolobus rufomitratus tephrosceles) with Novel, Divergent Delta-, Lenti-, and Spumaretroviruses. Journal of virology 83:11318-11329."
"2202","","","Simian foamy virus","Unassigned","Retroviridae","Spumavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procolobus rufomitratus","PRIMATES","CERCOPITHECIDAE","Procolobus","","","","","","","","","","","","Goldberg TL, Sintasath DM, Chapman CA, Cameron KM, Karesh WB, Tang S, et al. (2009). Coinfection of Ugandan Red Colobus (Procolobus Piliocolobus rufomitratus tephrosceles) with Novel, Divergent Delta-, Lenti-, and Spumaretroviruses. Journal of virology 83:11318-11329."
"2203","","","Simian hemorrhagic fever virus","Nidovirales","Arteriviridae","Arterivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procolobus rufomitratus","PRIMATES","CERCOPITHECIDAE","Procolobus","","","","","","","","","","","","Lauck M, Hyeroba D, Tumukunde A, Weny G, Lank SM, Chapman CA, et al. (2011). Novel, Divergent Simian Hemorrhagic Fever Viruses in a Wild Ugandan Red Colobus Monkey Discovered Using Direct Pyrosequencing. PLoS ONE 6."
"2204","","","Borna disease virus","Mononegavirales","Bornaviridae","Bornavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procyon lotor","CARNIVORA","PROCYONIDAE","Procyon","","","","","","","","","","","","Hagiwara K, Matoba Y, and Asakawa M (2009). Borna disease virus in Raccoons (Procyon lotor) in Japan. The Journal of veterinary medical science / the Japanese Society of Veterinary Science 71:1009-1015."
"2205","","","Encephalomyocarditis virus","Picornavirales","Picornaviridae","Cardiovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procyon lotor","CARNIVORA","PROCYONIDAE","Procyon","","","","","","","","","","","","Tesh RB, and Wallace GD (1978). Observations on the natural history of encephalomyocarditis virus. The American journal of tropical medicine and hygiene 27:133-143."
"2206","","","Patois virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procyon lotor","CARNIVORA","PROCYONIDAE","Procyon","","","","","","","","","","","","Scherer WF, Anderson K, Dickerman RW, and Ordonez JV (1972). Studies of Patois group arboviruses in Mexico, Guatemala, Honduras, and British Honduras. The American Journal of Tropical Medicine and Hygiene 21:194-200."
"2207","","","Rabies virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procyon lotor","CARNIVORA","PROCYONIDAE","Procyon","","","","","","","","","","","","Nadin-Davis SA, Huang W, and Wandeler AI (1996). The design of strain-specific polymerase chain reactions for discrimination of the racoon rabies virus strain fron indigenous rabies viruses of Ontario. Journal of virological methods 57:1-14."
"2208","","","Racoonpox virus","Unassigned","Poxviridae","Orthopoxvirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procyon lotor","CARNIVORA","PROCYONIDAE","Procyon","","","","","","","","","","","","Thomas EK, Palmer EL, Obijeski JF, and Nakano JH (1975). Further characterization of Raccoonpox virus. Arch Virol 49:217-227."
"2209","","","St. Louis encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procyon lotor","CARNIVORA","PROCYONIDAE","Procyon","","","","","","","","","","","","Kramer LD, and Chandler LJ (2001). Phylogenetic analysis of the envelope gene of St. Louis encephalitis virus. Archives of Virology 146:2341-2355."
"2210","","","Suid herpesvirus 1","Herpesvirales","Herpesviridae","Varicellovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procyon lotor","CARNIVORA","PROCYONIDAE","Procyon","","","","","","","","","","","","Mitchell Ma, Hungeford LL, Nixon C, Esker T, Sullivan J, Koerkenmeier R, et al. (1999). Serologic survey for selected infectious disease agents in raccoons from Illinois. Journal of wildlife diseases 35:347-355."
"2211","","","Vesicular stomatitis Indiana virus","Mononegavirales","Rhabdoviridae","Vesiculovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procyon lotor","CARNIVORA","PROCYONIDAE","Procyon","","","","","","","","","","","","Fletcher WO, Stallknecht E, and Jennery EW (1985). Serologic surveillance for Vesicular Stomatitis Virus on Ossabaw Island, Georgia. Journal of wi 21:100-104."
"2212","","","West Nile virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procyon lotor","CARNIVORA","PROCYONIDAE","Procyon","","","","","","","","","","","","Root JJ, Hall JS, McLean RG, Marlenee NL, Beaty BJ, Gansowski J, et al. (2005). Serologic evidence of exposure of wild mammals to flaviviruses in the central and eastern United States. The American Journal of Tropical Medicine and Hygiene 72:622-630."
"2213","","","Western equine encephalitis virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Procyon lotor","CARNIVORA","PROCYONIDAE","Procyon","","","","","","","","","","","","Hardy JL (1987). The ecology of western equine encephalomyelitis virus in the Central Valley of California, 1945-1985. The American journal of tropical medicine and hygiene 37:18S-32S."
"2214","","","Venezuelan equine encephalitis virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guairae","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Navarro J-C, Medina G, Vasquez C, Coffey LL, Wang E, Suàrez A, et al. (2005). Postepizootic persistence of Venezuelan equine encephalitis virus, Venezuela. Emerging infectious diseases 11:1907-1915."
"2215","","","Aroa virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guyannensis","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Shope RE (2003). Epidemiology of other arthropod-borne flaviviruses infecting humans. Advances in Virus Research 16:373-391."
"2216","","","Bimiti virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guyannensis","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Shope RE, Woodall JP, and Travassos da Rosa APA (1988). The epidemiology of diseases caused by viruses in groups C and Guama (Bunyaviridae). The Arboviruses: Epidemiology and Ecology:37-52."
"2217","","","Bujaru virus","Unassigned","Bunyaviridae","Phlebovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guyannensis","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Woodall JP (1967). Virus research in Amazonia. Atas do Simposio sobre a Biota Amozonica 6:31-63."
