,vVirusNameCorrected,IsHoSa.stringent,IsHoSa,seq,vNum,vOrder,vFamily,vSubfamily,vGenus,vIsTypeSpecies,vGenomeMinLength,vGenomeMaxLength,vGenomeAveLength,vPubMedCites,vWOKcites,vICTVnumber,vDNAoRNA,vSSoDS,vSegmented01,vSegmentedTF,vCytoReplic01,vCytoReplicTF,vVectorYNna,vBrdth.medianPD.cytb,vBrdth.meanPD.cytb,vBrdth.minPD.cytb,vBrdth.maxPD.cytb,vBrdth.iqrPD.cytb,vBrdth.sdPD.cytb,vBrdth.medianPD.ST,vBrdth.meanPD.ST,vBrdth.minPD.ST,vBrdth.maxPD.ST,vBrdth.iqrPD.ST,vBrdth.sdPD.ST,vBrdth.medianPD.ST.stringent,vBrdth.meanPD.ST.stringent,vBrdth.minPD.ST.stringent,vBrdth.maxPD.ST.stringent,vBrdth.iqrPD.ST.stringent,vBrdth.sdPD.ST.stringent,vBrdth.medianPD.cytb.stringent,vBrdth.meanPD.cytb.stringent,vBrdth.minPD.cytb.stringent,vBrdth.maxPD.cytb.stringent,vBrdth.iqrPD.cytb.stringent,vBrdth.sdPD.cytb.stringent,NumHosts,IsZoonotic,NumHosts.stringent,IsZoonotic.stringent,vEnvelope
198,Guama_virus,1,1,198,87,Unassigned,Bunyaviridae,,Orthobunyavirus,0,12300,12450,12375,2,6,00.011.0.01.023.,RNA,SS,1,TRUE,1,TRUE,Y,0.826503314,0.779264234,0.147160258,1.12457089,0.161557959,0.215981492,192.4,189.574359,15.2,294.2,130.1333333,84.22700532,164.8,160.2666667,15.2,294.2,138.2,93.00202148,0.823144501,0.753354383,0.147160258,1.12457089,0.501244441,0.271497703,13,1,9,1,enveloped
199,Guanarito_virus,1,1,199,35,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10424,23,60,00.003.0.01.009.,RNA,SS,1,TRUE,1,TRUE,N,0.475104214,0.569478616,0.22886997,0.858466482,0.375130989,0.226231564,45.6,96.18,11.6,183.8,139.2833333,76.11292488,45.6,96.18,11.6,183.8,139.2833333,76.11292488,0.475104214,0.569478616,0.22886997,0.858466482,0.375130989,0.226231564,5,1,5,1,enveloped
200,Guaroa_virus,1,1,200,88,Unassigned,Bunyaviridae,,Orthobunyavirus,1,NA,NA,6794,18,20,,RNA,SS,1,TRUE,1,TRUE,Y,0.67532432,0.67532432,0.67532432,0.67532432,0,NA,192.4,192.4,192.4,192.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,enveloped
201,Guinea_pig_adenovirus,0,0,201,13,Unassigned,Adenoviridae,,Mastadenovirus,Tentative in genus,NA,NA,NA,5,7,00.001.0.81.022.,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
202,Guinea_pig_type-C_oncovirus,0,0,202,509,Unassigned,Retroviridae,Orthoretrovirinae,Gammaretrovirus,0,NA,NA,NA,0,0,,RNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
203,H-1_parvovirus,0,0,203,582,Unassigned,Parvoviridae,,Parvovirus,Tentative in genus,NA,NA,5176,5,47,,DNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
204,Hamster_oral_papillomavirus,0,0,204,510,Unassigned,Papillomaviridae,,Pipapillomavirus,1,NA,NA,NA,2,3,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
205,Hamster_parvovirus,0,0,205,583,Unassigned,Parvoviridae,,Parvovirus,Tentative in genus,NA,NA,NA,5,5,,DNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
206,Hamster_polyomavirus,0,0,206,511,Unassigned,Polyomaviridae,,Polyomavirus,,5031,5353,5192,40,43,,DNA,DS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
207,Hantaan_virus,0,1,207,66,Unassigned,Bunyaviridae,,Hantavirus,1,NA,NA,11845,611,985,00.011.0.02.001.,RNA,SS,1,TRUE,1,TRUE,N,0.678446407,0.648204489,0.229283854,0.912204183,0.216560626,0.192429279,192.4,158.6533333,33,192.4,46.26666667,58.02711025,192.4,144.36,33,192.4,133.6,67.43087325,0.61044853,0.600632166,0.229283854,0.872881476,0.427830677,0.214262084,6,1,5,0,enveloped
208,Hare_fibroma_virus,0,0,208,466,Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,0,NA,NA,NA,0,0,,DNA,DS,0,FALSE,1,TRUE,N,0.122354037,0.122354037,0.122354037,0.122354037,0,NA,19.8,19.8,19.8,19.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,enveloped
209,Hendra_virus,1,1,209,245,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,1,NA,NA,18234,186,373,01.048.1.04.001.,RNA,SS,0,FALSE,1,TRUE,N,0.264450478,0.329406461,0.059795245,0.692546817,0.27593606,0.197355189,45,73.56380952,3.8,192.4,145.8,65.24811097,171.2,119.9466667,25.4,192.4,167,80.35167228,0.423964976,0.393845507,0.079509475,0.692546817,0.494485307,0.231714965,15,1,6,1,enveloped
210,Hepatitis_A_virus,1,1,210,283,Picornavirales,Picornaviridae,,Hepatovirus,1,NA,NA,7478,3806,95332,00.052.0.03.001.,RNA,SS,0,FALSE,1,TRUE,N,0.42460144,0.409495115,0,0.580055933,0.163204184,0.158124931,70.6,75.85714286,0,104.8,45.46666667,33.78343635,17.6,17.6,17.6,17.6,0,NA,0.130389214,0.130389214,0.130389214,0.130389214,0,NA,7,1,2,1,non-enveloped
211,Hepatitis_B_virus,1,1,211,194,Unassigned,Hepadnaviridae,,Orthohepadnavirus,1,NA,NA,3215,31456,43758,00.052.0.03.001.,DNA,DS,0,FALSE,0,FALSE,N,0.264861982,0.36121898,0.063083494,0.843047166,0.191768424,0.228904364,43.8,70.62121212,8.6,192.4,33.8,57.79026406,131.5,127.0333333,43.8,192.4,124.0333333,72.27120219,0.587644688,0.57511047,0.257036903,0.843047166,0.37988943,0.243203225,12,1,4,1,enveloped
212,Hepatitis_C_virus,1,1,212,189,Unassigned,Flaviviridae,,Hepacivirus,1,9343,9711,9527,30111,48531,00.026.0.03.001.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
213,Hepatitis_delta_virus,1,1,213,398,Unassigned,Unassigned,,Deltavirus,1,NA,NA,1682,1925,2384,82.022.0.01.001.,RNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
214,Hepatitis_E_virus,0,1,214,195,Unassigned,Hepeviridae,,Hepevirus,1,NA,NA,7176,1874,2381,00.084.0.01.001.,RNA,SS,0,FALSE,1,TRUE,N,0.610588676,0.558430819,0.12162044,0.776420366,0.204559574,0.167491,192.4,163.7777778,27.4,192.4,21.6,50.26130307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,0,non-enveloped
215,Highlands_J_virus,0,0,215,381,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11526,20,44,00.073.0.01.012.,RNA,SS,0,FALSE,1,TRUE,Y,0.559836522,0.567382077,0.477558078,0.66475163,0.155994626,0.093824613,192.4,153.7333333,76.4,192.4,96.66666667,66.97263123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0,enveloped
216,Hippotragine_herpesvirus_1,0,0,216,435,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,NA,NA,NA,2,2,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
217,Human_adenovirus_A,1,1,218,14,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,34125,4,2391,00.001.0.01.008.,DNA,DS,0,FALSE,0,FALSE,N,0.130389214,0.130389214,0.130389214,0.130389214,0,NA,17.6,17.6,17.6,17.6,0,NA,17.6,17.6,17.6,17.6,0,NA,0.130389214,0.130389214,0.130389214,0.130389214,0,NA,2,1,2,1,non-enveloped
218,Human_adenovirus_B,1,1,219,15,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,35514,6,17,00.001.0.01.009.,DNA,DS,0,FALSE,0,FALSE,N,0.134441633,0.122268386,0.035717188,0.160126592,0.032229133,0.044349385,23,19.32,9,23,5.95,5.404689322,23,19.32,9,23,5.95,5.404689322,0.134441633,0.122268386,0.035717188,0.160126592,0.032229133,0.044349385,5,1,5,1,non-enveloped
219,Human_adenovirus_C,1,1,220,16,Unassigned,Adenoviridae,,Mastadenovirus,1,NA,NA,35937,7,49,00.001.0.01.010.,DNA,DS,0,FALSE,0,FALSE,N,0.134441633,0.122268386,0.035717188,0.160126592,0.032229133,0.044349385,23,19.32,9,23,5.95,5.404689322,23,19.32,9,23,5.95,5.404689322,0.134441633,0.122268386,0.035717188,0.160126592,0.032229133,0.044349385,5,1,5,1,non-enveloped
220,Human_adenovirus_D,1,1,221,17,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,35100,4,10,00.001.0.01.011.,DNA,DS,0,FALSE,0,FALSE,N,0.130389214,0.130389214,0.130389214,0.130389214,0,NA,17.6,17.6,17.6,17.6,0,NA,17.6,17.6,17.6,17.6,0,NA,0.130389214,0.130389214,0.130389214,0.130389214,0,NA,2,1,2,1,non-enveloped
221,Human_adenovirus_E,1,1,222,18,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,35994,2,5,00.001.0.01.012.,DNA,DS,0,FALSE,0,FALSE,N,0.122517079,0.096207827,0.035717188,0.130389214,0.078893355,0.052534091,17.6,14.73333333,9,17.6,7.166666667,4.965212315,17.6,14.73333333,9,17.6,7.166666667,4.965212315,0.122517079,0.096207827,0.035717188,0.130389214,0.078893355,0.052534091,3,1,3,1,non-enveloped
222,Human_adenovirus_F,1,1,223,19,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,34214,1,8,00.001.0.01.013.,DNA,DS,0,FALSE,0,FALSE,N,0.146366188,0.145627331,0.130389214,0.160126592,0.024781149,0.014882451,23,21.2,17.6,23,4.5,3.117691454,23,21.2,17.6,23,4.5,3.117691454,0.146366188,0.145627331,0.130389214,0.160126592,0.024781149,0.014882451,3,1,3,1,non-enveloped
223,Human_astrovirus,1,1,224,58,Unassigned,Astroviridae,,Mamastrovirus,1,NA,NA,6813,139,179,00.005.0.01.001.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
224,Human_coronavirus_229E,1,1,225,148,Nidovirales,Coronaviridae,,Coronavirus,0,NA,NA,27317,220,164,,RNA,SS,0,FALSE,1,TRUE,N,NA,NA,NA,NA,NA,NA,70.6,70.6,70.6,70.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,enveloped
225,Human_coronavirus_OC43,1,1,226,143,Nidovirales,Coronaviridae,,Coronavirus,0,NA,NA,6813,140,117,03.019.0.01.006.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
226,Human_enterovirus_A,1,1,227,281,Picornavirales,Picornaviridae,,Enterovirus,0,NA,NA,NA,362,35,,RNA,SS,0,FALSE,1,TRUE,N,0.146366188,0.145627331,0.130389214,0.160126592,0.024781149,0.014882451,23,21.2,17.6,23,4.5,3.117691454,23,21.2,17.6,23,4.5,3.117691454,0.146366188,0.145627331,0.130389214,0.160126592,0.024781149,0.014882451,3,1,3,1,non-enveloped
227,Human_enterovirus_B,1,1,228,277,Picornavirales,Picornaviridae,,Enterovirus,0,NA,NA,7389,4096,219,,RNA,SS,0,FALSE,1,TRUE,N,0.4147261,0.35479826,0.229905418,0.419763263,0.158214871,0.108189694,70.6,57,29.8,70.6,34,23.55589098,70.6,57,29.8,70.6,34,23.55589098,0.4147261,0.35479826,0.229905418,0.419763263,0.158214871,0.108189694,3,1,3,1,non-enveloped
228,Human_enterovirus_C,1,1,229,282,Picornavirales,Picornaviridae,,Enterovirus,0,NA,NA,NA,76,17,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
229,Human_enterovirus_D,1,1,230,278,Picornavirales,Picornaviridae,,Enterovirus,0,NA,NA,NA,31,6,,RNA,SS,0,FALSE,1,TRUE,N,0.282550594,0.281231902,0.130389214,0.429647613,0.271999136,0.14905053,46.8,45.9,17.6,70.6,48.05,27.12924621,23,21.2,17.6,23,4.5,3.117691454,0.146366188,0.145627331,0.130389214,0.160126592,0.024781149,0.014882451,4,1,3,1,non-enveloped
230,Human_herpesvirus_1,1,1,231,197,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Simplexvirus,1,NA,NA,152261,8034,2150,00.031.1.01.001.,DNA,DS,0,FALSE,0,FALSE,N,0.583454988,0.392155185,0,0.613807411,0.438487771,0.2356153,36.8,62.65714286,0,104.8,81.8,42.04155767,104.8,69.86666667,0,104.8,87.33333333,60.50630821,0.608128007,0.405418671,0,0.608128007,0.506773339,0.351102868,7,1,3,1,enveloped
231,Human_herpesvirus_2,1,1,232,212,Herpesvirales,Herpesviridae,,Simplexvirus,0,NA,NA,154764,3085,62,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
232,Human_herpesvirus_3,1,1,233,202,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,1,NA,NA,124844,4795,381,00.031.1.02.001.,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
233,Human_herpesvirus_4,1,1,234,208,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,1,NA,NA,172764,18860,1142,00.031.3.01.001.,DNA,DS,0,FALSE,0,FALSE,N,0.672704675,0.607279674,0.228121063,0.851247258,0.352765493,0.202757732,192.4,146.06,36.8,192.4,121.8,63.70899466,192.4,192.4,192.4,192.4,0,NA,0.776420366,0.776420366,0.776420366,0.776420366,0,NA,5,1,2,1,enveloped
234,Human_herpesvirus_5,1,1,235,205,Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,1,NA,NA,235646,324,400,00.031.2.01.001.,DNA,DS,0,FALSE,0,FALSE,N,0.418922036,0.418922036,0.418922036,0.418922036,0,NA,70.6,70.6,70.6,70.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,enveloped
235,Human_herpesvirus_6,1,1,236,206,Herpesvirales,Herpesviridae,Betaherpesvirinae,Roseolovirus,1,159322,162114,160718,2530,2779,00.031.2.03.001.,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
236,Human_herpesvirus_7,1,1,237,207,Herpesvirales,Herpesviridae,Betaherpesvirinae,Roseolovirus,0,NA,NA,153080,550,506,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
237,Human_herpesvirus_8,0,1,238,210,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,NA,NA,137969,3711,3129,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
238,Human_immunodeficiency_virus_1,1,1,239,339,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,1,NA,NA,9181,5183,19705,00.061.1.06.009.,RNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
239,Human_immunodeficiency_virus_2,1,1,240,340,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,0,NA,NA,10359,342,1059,00.061.1.06.010.,RNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
240,Human_metapneumovirus,1,1,241,264,Mononegavirales,Paramyxoviridae,Pneumovirinae,Metapneumovirus,0,13281,13389,13335,820,1230,,RNA,SS,0,FALSE,1,TRUE,N,0.130389214,0.130389214,0.130389214,0.130389214,0,NA,23,21.2,17.6,23,4.5,3.117691454,23,21.2,17.6,23,4.5,3.117691454,0.130389214,0.130389214,0.130389214,0.130389214,0,NA,3,1,3,1,enveloped
241,Human_norovirus-Alphatron,1,1,242,513,Unassigned,Caliciviridae,,Norovirus,Tentative in genus,NA,NA,NA,0,0,,RNA,SS,0,FALSE,1,TRUE,N,0.603295529,0.564512256,0.197471059,0.776420366,0.235267664,0.207517088,160.3,142.7,22.6,192.4,73,66.71548546,192.4,171,128.2,192.4,53.5,37.06588728,0.705307468,0.672817973,0.536726085,0.776420366,0.199745234,0.123105697,4,1,3,1,non-enveloped
242,Human_papillomavirus_1,1,1,243,242,Unassigned,Papillomaviridae,,Mupapillomavirus,1,NA,NA,7815,7,11,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
243,Human_papillomavirus_10,1,1,244,220,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,NA,NA,7919,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
244,Human_papillomavirus_16,1,1,245,221,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,1098,NA,NA,2492,2659,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
245,Human_papillomavirus_18,1,1,246,222,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,NA,NA,7857,884,906,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
246,Human_papillomavirus_2,1,1,247,223,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,NA,NA,7859,8,8,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
247,Human_papillomavirus_26,1,1,248,224,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,NA,NA,7855,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
248,Human_papillomavirus_32,1,1,249,225,Unassigned,Papillomaviridae,,Alphapapillomavirus,1,NA,NA,7961,2,2,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
249,Human_papillomavirus_34,1,1,250,226,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,NA,NA,7723,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
250,Human_papillomavirus_4,1,1,251,236,Unassigned,Papillomaviridae,,Gammapapillomavirus,1,NA,NA,7353,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
251,Human_papillomavirus_41,1,1,252,244,Unassigned,Papillomaviridae,,Nupapillomavirus,1,NA,NA,7614,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
252,Human_papillomavirus_48,1,1,253,237,Unassigned,Papillomaviridae,,Gammapapillomavirus,0,NA,NA,7100,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
253,Human_papillomavirus_49,1,1,254,233,Unassigned,Papillomaviridae,,Betapapillomavirus,0,NA,NA,7560,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
254,Human_papillomavirus_5,1,1,255,234,Unassigned,Papillomaviridae,,Betapapillomavirus,1,NA,NA,7746,6,6,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
255,Human_papillomavirus_50,1,1,256,238,Unassigned,Papillomaviridae,,Gammapapillomavirus,0,NA,NA,7184,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
256,Human_papillomavirus_53,1,1,257,227,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,NA,NA,7856,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
257,Human_papillomavirus_54,1,1,258,228,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,7717,7759,7738,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
258,Human_papillomavirus_6,1,1,259,229,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,NA,NA,8031,287,302,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
259,Human_papillomavirus_60,1,1,260,239,Unassigned,Papillomaviridae,,Gammapapillomavirus,0,NA,NA,7313,3,4,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
260,Human_papillomavirus_61,1,1,261,230,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,NA,NA,7989,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
261,Human_papillomavirus_63,1,1,262,243,Unassigned,Papillomaviridae,,Mupapillomavirus,0,NA,NA,7348,2,2,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
262,Human_papillomavirus_7,0,1,263,231,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,NA,NA,8027,2,2,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,non-enveloped
263,Human_papillomavirus_71,0,1,264,232,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,8017,8038,8027.5,1,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,non-enveloped
264,Human_papillomavirus_88,1,1,265,240,Unassigned,Papillomaviridae,,Gammapapillomavirus,0,NA,NA,7326,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
265,Human_papillomavirus_9,1,1,266,235,Unassigned,Papillomaviridae,,Betapapillomavirus,0,NA,NA,7434,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
266,Human_papillomavirus_cand90,1,1,267,514,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,8024,8033,8028.5,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
267,Human_papillomavirus_cand92,1,1,268,515,Unassigned,Papillomaviridae,,Betapapillomavirus,0,NA,NA,7461,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
268,Human_papillomavirus_cand96,1,1,269,516,Unassigned,Papillomaviridae,,Betapapillomavirus,0,NA,NA,7438,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
